property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
administrative_building,النرجس,4772.52190748425,11,74906114.28,236275628.33,161369514.06,15189147.54,16.22
hotel,النرجس,9061.577032311528,10,197811147.76,939504306.71,741693158.95,70462823.0,28.5
residential_compound,حطين,14651.552029186334,7,166012537.93,231611734.48,65599196.55,12471401.09,6.01
villa,القيروان,1379.2536763772464,3,23940069.36,59456522.67,35516453.31,2098465.51,7.01
administrative_building,النرجس,5190.287201122751,9,74883908.75,207909929.56,133026020.81,13365638.33,14.28
residential_compound,النرجس,6826.251801158269,5,59947610.7,67780584.63,7832973.94,3649723.79,4.87
tower,القيروان,2117.400667885965,18,51675215.66,271258876.19,219583660.53,14467140.06,22.4
villa,النرجس,1436.5100870410442,3,27429095.94,64873513.79,37444417.84,2289653.43,6.68
administrative_building,الملقا,1700.7951285554207,11,29365217.98,89815589.15,60450371.17,5773859.3,15.73
residential_compound,الملقا,10673.981226765147,6,107915642.99,134876426.78,26960783.79,7262576.83,5.38
villa,القيروان,1958.8816172640727,3,33811712.82,84442979.04,50631266.21,2980340.44,7.05
tower,القيروان,4868.032140019704,15,104930139.81,516848099.87,411917960.06,27565231.99,21.02
residential_compound,العارض,10364.282893209878,5,73787665.75,93883820.16,20096154.41,5055282.62,5.48
villa,الملقا,1872.0263880421744,2,35767649.84,57276051.36,21508401.53,2021507.7,4.52
hotel,العارض,7458.323388270483,14,169604774.45,973758701.57,804153927.13,73031902.62,34.45
hotel,النرجس,3320.9617382918364,8,65806527.01,272584539.48,206778012.47,20443840.46,24.85
tower,القيروان,5976.426413870269,18,145034696.02,765636252.61,620601556.6,40833933.47,22.52
administrative_building,القيروان,2098.155672249324,8,26490210.05,69190879.6,42700669.56,4447985.12,13.43
administrative_building,العارض,3222.2106127089323,9,38604195.87,111863874.74,73259678.87,7191249.09,14.9
administrative_building,الملقا,4217.555823706118,11,72152666.56,222720687.94,150568021.38,14317758.51,15.87
administrative_building,القيروان,2027.497787297134,7,24335951.43,57919529.29,33583577.86,3723398.31,12.24
hotel,حطين,7743.114840972301,9,182645492.21,799089451.59,616443959.38,59931708.87,26.25
hotel,النرجس,3785.649543067201,11,86876379.07,433381159.69,346504780.62,32503586.98,29.93
villa,القيروان,1868.6957098384275,2,30052008.74,52202481.83,22150473.09,1842440.54,4.9
tower,العارض,4742.461936132993,17,104938292.61,534682942.91,429744650.3,28516423.62,21.74
administrative_building,القيروان,3950.0740082242287,5,42008728.64,78002111.44,35993382.8,5014421.45,9.55
hotel,الياسمين,4963.528861978744,9,97685530.41,450767837.13,353082306.72,33807587.78,27.69
hotel,العارض,4678.480108455138,8,77083504.18,341341908.71,264258404.54,25600643.15,26.57
residential_compound,الياسمين,4709.013272876943,4,42105931.41,40476794.49,-1629136.92,2179519.7,4.14
tower,النرجس,2526.897682313438,11,48896945.81,207331954.83,158435009.02,11057704.26,18.09
residential_compound,القيروان,7957.117784622173,5,63518115.56,76237145.49,12719029.93,4105077.07,5.17
administrative_building,حطين,3198.835663177342,10,56256886.98,162352105.83,106095218.85,10436921.09,14.84
hotel,الملقا,3399.05514140549,14,94195940.8,526989509.12,432793568.32,39524213.18,33.57
villa,العارض,720.189431323837,2,10238094.56,18202607.83,7964513.27,642444.98,5.02
tower,الياسمين,3080.175670518516,17,76784453.55,386958619.27,310174165.71,20637793.03,21.5
villa,النرجس,1717.310528209118,2,30659209.5,50257951.26,19598741.76,1773810.04,4.63
administrative_building,العارض,2008.5423911035818,8,22967768.75,61504580.83,38536812.08,3953865.91,13.77
administrative_building,حطين,3721.4511162967583,5,53651865.16,89234815.59,35582950.43,5736523.86,8.55
villa,القيروان,1308.9349112000127,2,21184837.93,36565423.98,15380586.05,1290544.38,4.87
tower,الياسمين,5297.976140619833,17,131747093.7,665578120.08,533831026.37,35497499.74,21.55
hotel,حطين,4350.569431321739,10,107386996.62,501185598.49,393798601.87,37588919.89,28.0
hotel,الياسمين,5133.338677640457,11,111792115.92,574605398.22,462813282.3,43095404.87,30.84
villa,حطين,1273.5564457464477,2,26164378.2,40659563.09,14495184.89,1435043.4,4.39
administrative_building,الملقا,6550.837799719611,5,87058626.55,147839307.46,60780680.91,9503955.48,8.73
villa,حطين,1722.2768476951467,3,37274001.28,84849691.18,47575689.9,2994694.98,6.43
tower,القيروان,3505.3829185867617,12,66114585.52,295273739.28,229159153.76,15747932.76,19.06
tower,العارض,5009.112646148305,10,78905226.82,325435787.23,246530560.41,17356575.32,17.6
tower,القيروان,2561.79392222184,10,43776339.71,178324873.8,134548534.1,9510659.94,17.38
residential_compound,الياسمين,7444.339714266916,6,71305225.4,90931120.74,19625895.34,4896291.12,5.49
administrative_building,الملقا,1668.2515728345422,7,24607951.03,54465077.35,29857126.32,3501326.4,11.38
residential_compound,النرجس,9785.917141350874,7,93416212.84,137775927.43,44359714.59,7418703.78,6.35
administrative_building,الملقا,3458.959830538387,9,54897486.69,147794435.64,92896948.95,9501070.86,13.85
villa,الياسمين,1060.4737602251284,2,18807861.26,31599572.92,12791711.65,1115279.04,4.74
residential_compound,حطين,4506.875859332475,5,47844306.54,50246257.58,2401951.04,2705567.72,4.52
hotel,الياسمين,7953.302882452139,13,189659075.57,1058234668.33,868575592.75,79367600.12,33.48
tower,العارض,4260.1659388566795,11,71051600.02,305853288.37,234801688.35,16312175.38,18.37
villa,الياسمين,1612.175472611479,3,30276858.42,74130407.71,43853549.29,2616367.33,6.91
administrative_building,حطين,4026.069187310913,8,65615955.87,161217901.5,95601945.64,10364007.95,12.64
residential_compound,حطين,7068.983257763842,4,72808112.63,67047892.4,-5760220.22,3610271.13,3.97
villa,حطين,537.9877571393719,3,11952716.24,26504504.84,14551788.61,935453.11,6.26
administrative_building,الياسمين,5657.161656825862,7,78694202.88,180077638.43,101383435.55,11576419.61,11.77
villa,الملقا,1738.1623911921681,3,35310584.92,82064295.52,46753710.6,2896386.9,6.56
villa,الملقا,1186.3421081682025,2,22831530.21,36297026.56,13465496.34,1281071.53,4.49
villa,القيروان,1130.5569969928724,2,18359153.39,31582392.35,13223238.96,1114672.67,4.86
tower,القيروان,4716.55733468532,18,114555313.32,604235212.3,489679898.98,32225877.99,22.51
residential_compound,العارض,11909.790462782843,6,89392315.18,130426497.32,41034182.14,7022965.24,6.29
hotel,النرجس,8329.099994752254,13,208094462.87,1133423927.29,925329464.42,85006794.55,32.68
residential_compound,النرجس,5525.285846166128,7,52940215.54,77790499.43,24850283.89,4188719.2,6.33
residential_compound,حطين,13817.536995503351,5,145755219.04,154048956.46,8293737.41,8294943.81,4.55
residential_compound,القيروان,10402.660676967917,7,91057174.5,141320145.3,50262970.8,7609546.29,6.69
villa,العارض,626.6636420644973,2,8966985.56,15838766.89,6871781.33,559015.3,4.99
tower,الياسمين,3196.755986830074,15,73855509.35,352981800.12,279126290.77,18825696.01,20.39
tower,العارض,3527.847414183866,12,62125592.42,277354953.89,215229361.48,14792264.21,19.05
administrative_building,القيروان,3300.456079080334,8,41411960.4,108839140.12,67427179.72,6996801.86,13.52
residential_compound,الياسمين,5611.95331673152,4,50093339.04,48238105.93,-1855233.11,2597436.47,4.15
administrative_building,القيروان,3416.0411586724304,9,44998592.75,127715530.8,82716938.05,8210284.12,14.6
villa,العارض,1174.568898414804,2,16413565.9,29686935.27,13273369.37,1047774.19,5.11
tower,الملقا,7025.317353533632,17,183687839.87,961787899.82,778100059.94,51295354.66,22.34
tower,العارض,4829.766201522016,11,80491300.37,346747027.23,266255726.86,18493174.79,18.38
tower,القيروان,4374.747656297304,15,94343021.57,464475161.32,370132139.75,24772008.6,21.01
hotel,حطين,9931.389028877475,10,244563542.33,1144096016.13,899532473.8,85807201.21,28.07
administrative_building,الياسمين,3620.3168973949605,8,52803402.65,133031440.65,80228038.0,8552021.18,12.96
villa,القيروان,1616.1272902331682,2,26051072.4,45146919.88,19095847.48,1593420.7,4.89
tower,النرجس,6514.102680632297,14,143125133.96,686912127.67,543786993.71,36635313.48,20.48
tower,النرجس,3283.1003784011127,14,72358106.04,346202934.9,273844828.86,18464156.53,20.41
villa,الياسمين,1359.4532766917087,2,23983495.67,40508444.96,16524949.28,1429709.82,4.77
administrative_building,الملقا,3464.1875218058562,6,48432461.36,95639289.1,47206827.74,6148240.01,10.16
hotel,القيروان,7773.39642557521,11,162952852.28,840459621.53,677506769.26,63034471.61,30.95
administrative_building,الياسمين,3581.055703148806,9,54491711.62,149186064.38,94694352.77,9590532.71,14.08
hotel,النرجس,8385.84064199332,12,200703874.53,1050578115.63,849874241.1,78793358.67,31.41
hotel,الياسمين,5271.906675713881,11,114797655.8,590116145.65,475318489.86,44258710.92,30.84
administrative_building,الملقا,4577.717158787184,5,60971998.56,103309920.84,42337922.28,6641352.05,8.71
administrative_building,حطين,5143.446224583564,9,86942191.71,233504743.43,146562551.71,15011019.22,13.81
villa,الملقا,1980.2685435365547,3,40166265.91,93494913.81,53328647.9,3299820.49,6.57
residential_compound,العارض,13919.307664410164,5,98943021.03,126086656.55,27143635.51,6789281.51,5.49
hotel,حطين,9390.669094273504,9,221412443.79,969117050.53,747704606.74,72683778.79,26.26
hotel,النرجس,3559.177820877819,10,77968892.94,369015556.47,291046663.53,27676166.74,28.4
residential_compound,القيروان,7837.764568146742,4,60377547.89,63885618.99,3508071.11,3439994.87,4.56
residential_compound,القيروان,13889.52421256268,7,121427755.89,188689186.43,67261430.54,10160186.96,6.69
hotel,القيروان,5253.7577048002695,11,110279804.82,568036283.04,457756478.22,42602721.23,30.91
residential_compound,حطين,8376.990299260367,4,86196872.7,79454077.59,-6742795.11,4278296.49,3.97
villa,حطين,1455.939599925841,2,29846876.46,46482327.67,16635451.21,1640552.74,4.4
residential_compound,حطين,7950.252381206358,7,90287851.91,125677589.64,35389737.73,6767254.83,6.0
hotel,العارض,8384.345139361245,10,155392698.18,772701248.04,617308549.87,57952593.6,29.84
residential_compound,النرجس,6689.439728184512,6,61377417.04,80301372.39,18923955.34,4323920.05,5.64
tower,القيروان,5447.643184950255,15,117370041.86,578386491.28,461016449.42,30847279.53,21.03
tower,العارض,4026.014556754346,13,74498472.74,343997781.28,269499308.55,18346548.34,19.7
tower,الياسمين,3115.962555122096,13,66329238.32,296666899.92,230337661.6,15822234.66,19.08
villa,القيروان,1814.2158757018099,3,31347910.58,78206764.42,46858853.84,2760238.74,7.04
villa,الياسمين,1922.720151970628,3,36022245.53,88409748.94,52387503.41,3120344.08,6.93
hotel,حطين,5952.269405325234,10,146756781.98,685701435.49,538944653.51,51427607.66,28.03
administrative_building,الياسمين,5561.340384220863,10,87879832.18,259012754.79,171132922.61,16650819.95,15.16
villa,القيروان,1595.644619840088,2,25726606.42,44574731.37,18848124.94,1573225.81,4.89
villa,النرجس,1525.5787374762522,2,27286455.57,44646824.54,17360368.97,1575770.28,4.62
hotel,الياسمين,9583.092111629247,14,238494008.05,1376285356.7,1137791348.65,103221401.75,34.62
residential_compound,القيروان,12444.225186318268,5,99082928.83,119228121.51,20145192.68,6419975.77,5.18
tower,القيروان,3265.700128063594,17,76483663.23,394486370.16,318002706.93,21039273.08,22.01
administrative_building,الياسمين,1501.532272579516,6,20271727.53,40417945.41,20146217.88,2598296.49,10.25
hotel,العارض,8346.354157304668,11,163454296.69,849324999.05,685870702.36,63699374.93,31.18
villa,الملقا,989.3460259413238,3,20292323.9,46710241.26,26417917.36,1648596.75,6.5
residential_compound,الملقا,7162.84132025369,7,75373320.21,106153308.37,30779988.16,5715947.37,6.07
administrative_building,الياسمين,4187.916220359599,11,68926618.12,215626592.77,146699974.65,13861709.54,16.09
villa,العارض,506.635352301465,3,7938577.14,19759918.67,11821341.53,697408.89,7.03
administrative_building,النرجس,4193.289853612869,8,57944197.18,148159413.75,90215216.57,9524533.74,13.15
hotel,حطين,3760.332153426775,13,104724010.61,568562221.6,463838210.98,42642166.62,32.57
administrative_building,القيروان,3193.0035441091227,9,42089959.22,119376823.5,77286864.28,7674224.37,14.59
administrative_building,العارض,1756.8710170215563,10,22359938.45,68186799.48,45826861.02,4383437.11,15.68
residential_compound,العارض,6843.269353801312,7,54238097.12,87894951.58,33656854.46,4732805.09,6.98
tower,حطين,3298.867366695235,11,72109646.37,304506075.87,232396429.49,16240324.05,18.02
tower,العارض,2515.7225962283837,11,42141812.73,180613159.14,138471346.42,9632701.82,18.29
tower,القيروان,6546.51935049734,14,134997338.95,647184811.42,512187472.46,34516523.28,20.45
villa,العارض,1561.4929387164225,2,21672250.53,39466343.65,17794093.12,1392929.78,5.14
hotel,القيروان,9793.02422535258,11,205173171.43,1058821779.25,853648607.81,79411633.44,30.96
administrative_building,العارض,5493.340669876172,9,65496646.87,190709561.37,125212914.49,12259900.37,14.97
villa,القيروان,1674.9433431984012,3,28975960.08,72203038.9,43227078.82,2548342.55,7.04
tower,العارض,5559.127510602287,11,92578640.67,399110610.71,306531970.04,21285899.24,18.39
hotel,حطين,5691.4867026458,8,128394621.08,519063587.28,390668966.21,38929769.05,24.26
villa,الياسمين,1370.514013216183,2,24174968.08,40838028.36,16663060.28,1441342.18,4.77
residential_compound,الياسمين,13993.481798575482,6,133639959.76,170927581.47,37287621.71,9203792.85,5.51
hotel,الياسمين,3093.141076439664,8,57796835.56,248243130.23,190446294.67,18618234.77,25.77
hotel,الياسمين,5385.905221383435,8,100304682.8,432251209.45,331946526.64,32418840.71,25.86
villa,الملقا,1328.643204478507,2,25516182.7,40650835.32,15134652.63,1434735.36,4.5
villa,العارض,1218.5302621128662,2,17011044.79,30798047.74,13787002.95,1086989.92,5.11
villa,العارض,1879.4111025803193,2,25993076.3,47501645.76,21508569.47,1676528.67,5.16
tower,الياسمين,5203.273994827987,16,124665158.44,614109909.15,489444750.71,32752528.49,21.02
residential_compound,القيروان,8624.85189823968,7,75572460.03,117168613.04,41596153.0,6309079.16,6.68
tower,حطين,2779.7791779154795,12,63363352.24,280983554.03,217620201.78,14985789.55,18.92
tower,الياسمين,5366.309326593642,16,128557219.4,633351950.38,504794730.99,33778770.69,21.02
villa,الياسمين,1787.5523460064232,2,31394318.66,53264769.79,21870451.12,1879933.05,4.79
residential_compound,العارض,10135.202024504528,7,80112687.91,130176534.8,50063846.89,7009505.72,7.0
hotel,النرجس,8131.97046007545,9,169025747.64,755297416.33,586271668.69,56647306.22,26.81
tower,حطين,6366.73117240861,12,144545043.26,643557145.32,499012102.06,34323047.75,19.0
tower,الياسمين,2485.394428040846,13,52997451.69,236631296.75,183633845.06,12620335.83,19.05
hotel,العارض,7939.141302899277,12,163837528.01,884102775.49,720265247.48,66307708.16,32.38
villa,العارض,1932.3205814124406,2,26712169.02,48838919.62,22126750.59,1723726.57,5.16
